,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
683,female,group C,some high school,free/reduced,completed,0.0273972602739726,0.15492957746478872,0.2328767123287671
684,male,group B,some college,standard,completed,0.4794520547945205,0.5211267605633803,0.5616438356164384
685,female,group E,master's degree,standard,completed,0.9178082191780822,0.9859154929577465,1.0
686,male,group E,some college,standard,completed,0.7945205479452054,0.647887323943662,0.5616438356164384
687,male,group D,associate's degree,free/reduced,none,0.684931506849315,0.6901408450704225,0.6301369863013698
688,male,group A,high school,free/reduced,none,0.3561643835616438,0.4084507042253521,0.2328767123287671
689,male,group E,some college,free/reduced,none,0.9041095890410958,0.8591549295774648,0.7671232876712328
690,female,group C,associate's degree,standard,none,0.3013698630136986,0.3380281690140845,0.3561643835616438
696,female,group C,associate's degree,standard,completed,0.6575342465753424,0.7464788732394366,0.863013698630137
697,female,group A,bachelor's degree,standard,none,0.4383561643835616,0.6056338028169014,0.589041095890411
698,female,group D,associate's degree,standard,completed,0.410958904109589,0.6901408450704225,0.7123287671232876
699,male,group C,high school,free/reduced,none,0.5342465753424658,0.5211267605633803,0.4383561643835616
700,female,group E,bachelor's degree,standard,completed,0.7123287671232876,0.7323943661971831,0.7534246575342466
701,female,group B,some high school,standard,none,0.410958904109589,0.5352112676056338,0.6164383561643836
702,male,group A,bachelor's degree,standard,completed,0.821917808219178,0.7746478873239436,0.821917808219178
703,female,group D,some college,standard,none,0.4931506849315068,0.49295774647887325,0.547945205479452
704,female,group B,some high school,free/reduced,completed,0.4383561643835616,0.4788732394366197,0.5068493150684932
705,male,group A,bachelor's degree,free/reduced,none,0.4794520547945205,0.6056338028169014,0.5205479452054794
706,male,group D,high school,standard,none,0.2602739726027397,0.07042253521126761,0.1232876712328767
707,male,group C,some college,standard,none,0.5342465753424658,0.4225352112676056,0.3424657534246575
708,male,group D,high school,standard,none,0.8493150684931506,0.8169014084507042,0.7123287671232876
709,female,group D,associate's degree,free/reduced,completed,0.2054794520547945,0.4507042253521127,0.4246575342465753
710,male,group C,some college,standard,completed,0.9041095890410958,0.7746478873239436,0.863013698630137
711,female,group E,some high school,standard,completed,0.726027397260274,0.7887323943661971,0.7945205479452054
712,female,group D,some college,standard,none,0.9726027397260274,1.0,0.9863013698630136
713,male,group D,master's degree,standard,none,0.7397260273972602,0.7323943661971831,0.7808219178082192
714,female,group B,some high school,standard,completed,0.4520547945205479,0.5774647887323944,0.6438356164383562
715,female,group B,associate's degree,free/reduced,completed,0.6712328767123288,0.9154929577464789,0.821917808219178
716,male,group C,associate's degree,standard,completed,0.6301369863013698,0.6901408450704225,0.6164383561643836
717,female,group C,associate's degree,standard,completed,0.9452054794520548,0.9436619718309859,0.9863013698630136
725,male,group E,some college,standard,completed,0.7397260273972602,0.6338028169014085,0.6027397260273972
726,female,group E,associate's degree,standard,completed,0.5205479452054794,0.647887323943662,0.684931506849315
727,male,group E,some high school,standard,completed,0.5616438356164384,0.30985915492957744,0.410958904109589
728,female,group D,high school,free/reduced,none,0.6301369863013698,0.8873239436619719,0.7808219178082192
729,male,group C,some college,standard,none,0.3561643835616438,0.14084507042253522,0.136986301369863
730,female,group B,associate's degree,free/reduced,completed,0.5616438356164384,0.676056338028169,0.726027397260274
731,male,group A,some high school,free/reduced,none,0.3835616438356164,0.23943661971830985,0.2191780821917808
732,female,group C,some college,standard,completed,0.821917808219178,0.8450704225352113,0.9178082191780822
733,male,group D,some high school,standard,none,0.3835616438356164,0.2535211267605634,0.2328767123287671
734,female,group E,some college,free/reduced,none,0.3561643835616438,0.4084507042253521,0.410958904109589
735,male,group C,master's degree,standard,none,0.547945205479452,0.39436619718309857,0.4383561643835616
736,male,group C,associate's degree,standard,none,0.8904109589041096,0.704225352112676,0.7808219178082192
737,female,group B,some college,free/reduced,completed,0.3561643835616438,0.5211267605633803,0.6301369863013698
738,male,group D,associate's degree,standard,none,0.7397260273972602,0.5915492957746479,0.6301369863013698
739,male,group C,high school,free/reduced,none,0.4657534246575342,0.43661971830985913,0.3835616438356164
740,male,group D,bachelor's degree,standard,none,0.726027397260274,0.6197183098591549,0.6164383561643836
741,female,group A,associate's degree,free/reduced,none,0.136986301369863,0.39436619718309857,0.3972602739726027
742,female,group C,high school,standard,none,0.7397260273972602,0.7746478873239436,0.7534246575342466
743,female,group C,associate's degree,standard,completed,0.4383561643835616,0.6197183098591549,0.6164383561643836
744,male,group B,some college,free/reduced,none,0.3835616438356164,0.36619718309859156,0.273972602739726
745,male,group D,associate's degree,standard,none,0.6164383561643836,0.704225352112676,0.6438356164383562
746,male,group D,high school,standard,none,0.5753424657534246,0.647887323943662,0.6027397260273972
747,male,group C,some college,standard,none,0.5753424657534246,0.49295774647887325,0.5616438356164384
748,female,group C,bachelor's degree,free/reduced,none,0.3150684931506849,0.43661971830985913,0.4383561643835616
749,male,group B,some college,standard,completed,0.821917808219178,0.7746478873239436,0.8082191780821918
750,male,group D,some high school,standard,completed,0.6027397260273972,0.5633802816901409,0.5616438356164384
751,male,group E,some college,standard,none,0.5616438356164384,0.6056338028169014,0.5205479452054794
752,male,group C,master's degree,free/reduced,completed,0.7123287671232876,0.676056338028169,0.6575342465753424
753,female,group C,some high school,standard,completed,0.684931506849315,0.8591549295774648,0.7945205479452054
754,male,group C,associate's degree,free/reduced,none,0.4246575342465753,0.36619718309859156,0.3561643835616438
755,female,group E,associate's degree,standard,none,0.7808219178082192,0.9295774647887324,0.8904109589041096
756,male,group D,some college,standard,none,0.3835616438356164,0.4084507042253521,0.3424657534246575
757,male,group E,bachelor's degree,free/reduced,completed,0.589041095890411,0.5492957746478874,0.6164383561643836
758,female,group D,some college,free/reduced,completed,0.3424657534246575,0.4225352112676056,0.5205479452054794
759,male,group B,some college,standard,completed,0.5753424657534246,0.676056338028169,0.684931506849315
760,female,group C,high school,free/reduced,none,0.3561643835616438,0.6056338028169014,0.5068493150684932
761,female,group D,some high school,standard,none,0.2876712328767123,0.4084507042253521,0.3698630136986301
762,male,group D,some high school,standard,completed,0.6986301369863014,0.7323943661971831,0.8082191780821918
763,female,group B,high school,standard,none,0.4794520547945205,0.4647887323943662,0.4931506849315068
764,male,group D,some college,standard,none,0.4520547945205479,0.4788732394366197,0.4383561643835616
765,female,group B,high school,standard,none,0.6438356164383562,0.6056338028169014,0.6164383561643836
766,female,group C,high school,standard,completed,0.4246575342465753,0.647887323943662,0.684931506849315
767,male,group B,high school,standard,completed,0.6712328767123288,0.4647887323943662,0.4520547945205479
768,female,group D,some high school,standard,none,0.5616438356164384,0.5915492957746479,0.6575342465753424
769,male,group A,some college,free/reduced,none,0.4246575342465753,0.43661971830985913,0.410958904109589
770,male,group B,high school,standard,none,0.3424657534246575,0.2676056338028169,0.3013698630136986
771,male,group D,bachelor's degree,standard,none,0.6575342465753424,0.6197183098591549,0.6438356164383562
772,female,group B,some high school,free/reduced,completed,0.3424657534246575,0.5352112676056338,0.6164383561643836
773,female,group C,bachelor's degree,free/reduced,none,0.4794520547945205,0.6901408450704225,0.7123287671232876
774,male,group B,some college,standard,none,0.5342465753424658,0.5070422535211268,0.4520547945205479
775,female,group B,some high school,free/reduced,none,0.3013698630136986,0.4084507042253521,0.3835616438356164
776,female,group B,high school,standard,none,0.5342465753424658,0.6056338028169014,0.589041095890411
777,female,group C,some college,free/reduced,none,0.1095890410958904,0.2112676056338028,0.2191780821917808
778,female,group A,some college,standard,completed,0.6164383561643836,0.704225352112676,0.7534246575342466
779,male,group E,associate's degree,standard,completed,0.9178082191780822,0.7887323943661971,0.7534246575342466
780,female,group D,associate's degree,free/reduced,none,0.2602739726027397,0.38028169014084506,0.410958904109589
781,female,group B,master's degree,standard,none,0.684931506849315,0.8591549295774648,0.7808219178082192
782,female,group B,high school,free/reduced,completed,0.6712328767123288,0.7887323943661971,0.7534246575342466
783,female,group C,associate's degree,standard,completed,0.3424657534246575,0.4225352112676056,0.4794520547945205
784,male,group C,bachelor's degree,standard,completed,0.8767123287671232,0.7323943661971831,0.7123287671232876
785,female,group B,some high school,standard,completed,0.0684931506849315,0.30985915492957744,0.2328767123287671
786,female,group E,some high school,free/reduced,none,0.6164383561643836,0.704225352112676,0.684931506849315
788,male,group C,associate's degree,free/reduced,none,0.5616438356164384,0.5070422535211268,0.4657534246575342
789,female,group C,master's degree,free/reduced,none,0.3424657534246575,0.5070422535211268,0.4657534246575342
790,female,group B,high school,standard,none,0.2876712328767123,0.4647887323943662,0.4520547945205479
791,female,group D,some college,free/reduced,none,0.4520547945205479,0.5211267605633803,0.589041095890411
792,male,group D,high school,free/reduced,none,0.5342465753424658,0.6338028169014085,0.5753424657534246
793,male,group E,some high school,standard,completed,0.8493150684931506,0.7746478873239436,0.684931506849315
794,female,group B,high school,standard,none,0.2054794520547945,0.323943661971831,0.3287671232876712
795,female,group E,associate's degree,free/reduced,completed,0.410958904109589,0.5492957746478874,0.6301369863013698
796,male,group D,high school,standard,none,0.589041095890411,0.5774647887323944,0.589041095890411
797,female,group E,associate's degree,free/reduced,none,0.589041095890411,0.7746478873239436,0.7397260273972602
798,male,group E,some college,standard,none,0.5753424657534246,0.43661971830985913,0.3698630136986301
799,female,group C,associate's degree,standard,none,0.3424657534246575,0.36619718309859156,0.410958904109589
800,male,group C,some high school,standard,completed,0.547945205479452,0.6197183098591549,0.5616438356164384
801,male,group C,some high school,standard,completed,0.6712328767123288,0.7183098591549296,0.6301369863013698
802,female,group E,associate's degree,standard,none,0.821917808219178,0.9154929577464789,0.9315068493150684
803,female,group B,some college,standard,none,0.7534246575342466,0.7887323943661971,0.821917808219178
804,female,group C,some college,standard,none,0.6301369863013698,0.6619718309859155,0.6986301369863014
805,male,group A,some college,free/reduced,none,0.6575342465753424,0.7323943661971831,0.6438356164383562
806,female,group D,some college,free/reduced,none,0.5068493150684932,0.6338028169014085,0.6575342465753424
807,female,group E,high school,free/reduced,none,0.1917808219178082,0.22535211267605634,0.1780821917808219
808,male,group C,high school,standard,none,0.863013698630137,0.647887323943662,0.5753424657534246
809,male,group B,bachelor's degree,standard,none,0.4383561643835616,0.352112676056338,0.3287671232876712
810,male,group A,some high school,standard,none,0.3287671232876712,0.028169014084507043,0.1232876712328767
811,male,group A,high school,free/reduced,none,0.2465753424657534,0.2535211267605634,0.3013698630136986
812,female,group C,master's degree,standard,completed,0.3698630136986301,0.49295774647887325,0.547945205479452
813,male,group E,some high school,standard,completed,0.821917808219178,0.7746478873239436,0.6712328767123288
814,female,group C,high school,standard,none,0.6164383561643836,0.7183098591549296,0.7671232876712328
815,male,group B,some high school,standard,completed,0.9178082191780822,0.8028169014084507,0.821917808219178
816,female,group A,bachelor's degree,standard,none,0.2465753424657534,0.4225352112676056,0.5068493150684932
817,male,group D,bachelor's degree,free/reduced,completed,0.4657534246575342,0.5774647887323944,0.6712328767123288
818,female,group B,high school,free/reduced,none,0.4520547945205479,0.6056338028169014,0.5616438356164384
819,female,group C,some high school,standard,none,0.684931506849315,0.8732394366197183,0.8356164383561644
820,female,group A,some high school,standard,completed,0.7945205479452054,0.8591549295774648,0.8904109589041096
821,female,group D,bachelor's degree,free/reduced,none,0.6986301369863014,0.8591549295774648,0.9041095890410958
822,male,group E,some college,free/reduced,completed,0.3013698630136986,0.323943661971831,0.3287671232876712
823,female,group B,high school,free/reduced,none,0.6027397260273972,0.8169014084507042,0.7534246575342466
824,female,group C,some high school,free/reduced,none,0.2876712328767123,0.4084507042253521,0.3424657534246575
825,male,group C,high school,standard,none,0.4794520547945205,0.5352112676056338,0.4246575342465753
826,female,group C,associate's degree,free/reduced,completed,0.3972602739726027,0.5492957746478874,0.589041095890411
827,female,group C,some high school,standard,none,0.5205479452054794,0.5633802816901409,0.6712328767123288
828,female,group D,some high school,free/reduced,completed,0.5753424657534246,0.8028169014084507,0.7397260273972602
829,male,group B,some high school,standard,none,0.5616438356164384,0.352112676056338,0.3561643835616438
830,female,group A,some college,free/reduced,none,0.4657534246575342,0.43661971830985913,0.410958904109589
831,female,group C,bachelor's degree,free/reduced,completed,0.6438356164383562,0.8028169014084507,0.8493150684931506
832,male,group A,bachelor's degree,standard,none,0.5068493150684932,0.43661971830985913,0.4246575342465753
833,female,group B,high school,standard,completed,0.684931506849315,0.7464788732394366,0.8493150684931506
834,male,group B,some college,standard,none,0.4246575342465753,0.29577464788732394,0.2465753424657534
835,female,group C,high school,standard,completed,0.4520547945205479,0.49295774647887325,0.6438356164383562
836,male,group E,high school,standard,none,0.6301369863013698,0.49295774647887325,0.410958904109589
837,female,group A,high school,standard,completed,0.6575342465753424,0.7464788732394366,0.7123287671232876
838,male,group B,associate's degree,free/reduced,completed,0.4246575342465753,0.39436619718309857,0.3561643835616438
839,female,group C,associate's degree,standard,none,0.5342465753424658,0.676056338028169,0.6301369863013698
840,female,group D,high school,free/reduced,none,0.1643835616438356,0.323943661971831,0.2602739726027397
841,male,group C,some high school,standard,none,0.5068493150684932,0.4084507042253521,0.3287671232876712
843,male,group B,some college,free/reduced,completed,0.6438356164383562,0.676056338028169,0.6712328767123288
844,female,group D,some high school,free/reduced,completed,0.1780821917808219,0.5070422535211268,0.5068493150684932
845,male,group E,master's degree,standard,none,0.863013698630137,0.7887323943661971,0.7808219178082192
846,male,group C,master's degree,standard,completed,0.8767123287671232,0.7887323943661971,0.7945205479452054
847,male,group D,high school,standard,none,0.5068493150684932,0.352112676056338,0.3150684931506849
848,female,group C,high school,standard,none,0.4383561643835616,0.6056338028169014,0.5616438356164384
849,male,group D,associate's degree,standard,none,0.726027397260274,0.647887323943662,0.5753424657534246
850,male,group C,master's degree,standard,none,0.6027397260273972,0.5352112676056338,0.547945205479452
851,female,group A,high school,standard,none,0.4657534246575342,0.5492957746478874,0.4931506849315068
852,female,group E,some college,standard,none,0.821917808219178,0.7887323943661971,0.9041095890410958
853,male,group E,some high school,standard,none,0.7534246575342466,0.5352112676056338,0.4657534246575342
854,male,group C,some high school,standard,none,0.4794520547945205,0.49295774647887325,0.3835616438356164
855,female,group B,bachelor's degree,standard,none,0.958904109589041,0.9577464788732394,0.9452054794520548
856,male,group B,some college,free/reduced,none,0.6575342465753424,0.5492957746478874,0.5205479452054794
857,female,group C,bachelor's degree,standard,none,0.5205479452054794,0.704225352112676,0.7397260273972602
858,male,group B,high school,standard,completed,0.3424657534246575,0.28169014084507044,0.2602739726027397
859,male,group C,associate's degree,free/reduced,none,0.821917808219178,0.6197183098591549,0.6164383561643836
860,female,group C,associate's degree,standard,none,0.3561643835616438,0.4647887323943662,0.3561643835616438
861,female,group E,master's degree,free/reduced,none,0.7397260273972602,0.8028169014084507,0.821917808219178
862,male,group D,bachelor's degree,free/reduced,completed,0.1643835616438356,0.18309859154929578,0.1506849315068493
863,female,group C,some college,standard,completed,0.6027397260273972,0.5915492957746479,0.726027397260274
864,male,group C,associate's degree,standard,none,0.958904109589041,0.9014084507042254,0.8767123287671232
865,male,group D,some college,standard,completed,0.7534246575342466,0.7464788732394366,0.8356164383561644
866,male,group C,high school,free/reduced,none,0.4383561643835616,0.3380281690140845,0.3424657534246575
867,male,group B,associate's degree,standard,none,0.4657534246575342,0.18309859154929578,0.1917808219178082
868,male,group E,associate's degree,free/reduced,completed,0.6986301369863014,0.6338028169014085,0.6164383561643836
869,male,group C,associate's degree,free/reduced,none,0.3013698630136986,0.30985915492957744,0.3287671232876712
870,male,group B,high school,standard,none,0.4383561643835616,0.4084507042253521,0.273972602739726
871,female,group C,some college,standard,completed,0.589041095890411,0.6056338028169014,0.6712328767123288
872,male,group B,associate's degree,standard,completed,0.7534246575342466,0.7746478873239436,0.6986301369863014
873,male,group E,associate's degree,free/reduced,none,0.863013698630137,0.8591549295774648,0.7534246575342466
874,female,group C,bachelor's degree,free/reduced,none,0.2191780821917808,0.4647887323943662,0.4657534246575342
875,male,group C,some college,free/reduced,none,0.726027397260274,0.49295774647887325,0.5342465753424658
876,male,group D,some college,standard,none,0.7397260273972602,0.7464788732394366,0.7808219178082192
877,male,group C,some high school,standard,none,0.410958904109589,0.4507042253521127,0.3698630136986301
878,female,group D,some high school,standard,none,0.4383561643835616,0.6056338028169014,0.726027397260274
879,female,group D,associate's degree,standard,none,0.5068493150684932,0.6619718309859155,0.6438356164383562
890,female,group E,some college,standard,completed,0.8082191780821918,0.7887323943661971,0.8767123287671232
891,female,group E,associate's degree,standard,none,0.7945205479452054,0.8873239436619719,0.7945205479452054
892,female,group A,master's degree,free/reduced,none,0.3150684931506849,0.5352112676056338,0.6301369863013698
893,male,group D,some high school,standard,completed,0.8356164383561644,0.6338028169014085,0.6575342465753424
894,female,group E,associate's degree,standard,none,0.4383561643835616,0.4647887323943662,0.5753424657534246
895,female,group E,some high school,free/reduced,none,0.0684931506849315,0.07042253521126761,0.1506849315068493
896,male,group B,high school,free/reduced,none,0.1232876712328767,0.0,0.0
897,female,group B,some high school,free/reduced,completed,0.4931506849315068,0.6901408450704225,0.7123287671232876
898,male,group D,associate's degree,standard,completed,0.547945205479452,0.352112676056338,0.4931506849315068
899,female,group D,some high school,standard,completed,0.5205479452054794,0.6901408450704225,0.7534246575342466
900,male,group D,master's degree,standard,none,0.7945205479452054,0.7746478873239436,0.8493150684931506
901,female,group C,master's degree,standard,none,0.6301369863013698,0.6901408450704225,0.6438356164383562
902,female,group A,high school,free/reduced,completed,0.0958904109589041,0.2676056338028169,0.1917808219178082
903,female,group D,bachelor's degree,free/reduced,completed,0.9041095890410958,1.0,1.0
904,female,group D,some high school,free/reduced,none,0.547945205479452,0.7746478873239436,0.7808219178082192
905,male,group D,some college,standard,none,0.8356164383561644,0.676056338028169,0.684931506849315
906,male,group B,high school,standard,none,0.410958904109589,0.2676056338028169,0.3287671232876712
907,female,group D,some college,standard,completed,0.7123287671232876,0.7746478873239436,0.8767123287671232
908,female,group C,bachelor's degree,free/reduced,none,0.547945205479452,0.647887323943662,0.6164383561643836
909,male,group E,bachelor's degree,standard,completed,0.589041095890411,0.49295774647887325,0.589041095890411
910,male,group D,bachelor's degree,free/reduced,none,0.3150684931506849,0.18309859154929578,0.2876712328767123
911,female,group A,some college,standard,none,0.5753424657534246,0.7746478873239436,0.7534246575342466
912,female,group C,bachelor's degree,standard,completed,0.3424657534246575,0.4507042253521127,0.5342465753424658
913,female,group C,bachelor's degree,free/reduced,completed,0.273972602739726,0.4647887323943662,0.5342465753424658
914,female,group B,associate's degree,free/reduced,none,0.2602739726027397,0.4507042253521127,0.3835616438356164
915,female,group E,some college,standard,none,0.5616438356164384,0.5774647887323944,0.5342465753424658
916,male,group E,bachelor's degree,standard,completed,1.0,1.0,1.0
917,female,group C,high school,standard,none,0.2328767123287671,0.4507042253521127,0.3424657534246575
918,female,group C,associate's degree,standard,completed,0.410958904109589,0.676056338028169,0.726027397260274
919,male,group B,some college,standard,completed,0.8767123287671232,0.9436619718309859,0.8767123287671232
920,male,group D,high school,free/reduced,none,0.5753424657534246,0.5774647887323944,0.547945205479452
921,female,group C,high school,free/reduced,none,0.1095890410958904,0.3380281690140845,0.2602739726027397
922,male,group D,high school,standard,none,0.6164383561643836,0.5211267605633803,0.5342465753424658
923,female,group B,associate's degree,free/reduced,none,0.3698630136986301,0.5070422535211268,0.5205479452054794
924,male,group D,high school,free/reduced,none,0.6438356164383562,0.5774647887323944,0.5753424657534246
925,male,group E,some high school,standard,completed,0.6438356164383562,0.49295774647887325,0.4520547945205479
926,male,group E,associate's degree,free/reduced,none,0.5068493150684932,0.38028169014084506,0.3424657534246575
927,female,group D,high school,free/reduced,completed,0.5205479452054794,0.4507042253521127,0.6027397260273972
928,male,group E,associate's degree,free/reduced,completed,0.2602739726027397,0.19718309859154928,0.2328767123287671
929,female,group C,some high school,free/reduced,none,0.2876712328767123,0.38028169014084506,0.3287671232876712
930,male,group C,some college,free/reduced,completed,0.547945205479452,0.6338028169014085,0.589041095890411
931,male,group D,some college,free/reduced,none,0.4794520547945205,0.39436619718309857,0.4794520547945205
932,male,group D,associate's degree,free/reduced,completed,0.4657534246575342,0.5915492957746479,0.6301369863013698
933,male,group C,bachelor's degree,free/reduced,completed,0.589041095890411,0.647887323943662,0.6438356164383562
934,male,group C,associate's degree,standard,completed,0.9726027397260274,0.8169014084507042,0.863013698630137
935,male,group D,some college,free/reduced,none,0.589041095890411,0.4788732394366197,0.4246575342465753
936,male,group A,associate's degree,standard,none,0.547945205479452,0.39436619718309857,0.3561643835616438
937,female,group E,high school,free/reduced,none,0.410958904109589,0.4084507042253521,0.410958904109589
938,male,group D,some college,standard,completed,0.7945205479452054,0.7323943661971831,0.7945205479452054
939,male,group D,some high school,standard,completed,0.684931506849315,0.5492957746478874,0.5753424657534246
947,female,group D,some college,free/reduced,none,0.3013698630136986,0.4084507042253521,0.4520547945205479
948,male,group B,some high school,free/reduced,completed,0.3013698630136986,0.29577464788732394,0.3424657534246575
949,female,group E,high school,free/reduced,completed,0.410958904109589,0.647887323943662,0.6301369863013698
950,male,group E,high school,standard,none,0.9178082191780822,0.6197183098591549,0.6027397260273972
951,female,group D,some college,standard,completed,0.6575342465753424,0.676056338028169,0.7671232876712328
952,female,group E,some high school,free/reduced,none,0.6438356164383562,0.6338028169014085,0.6164383561643836
953,male,group C,high school,standard,completed,0.4246575342465753,0.323943661971831,0.3698630136986301
954,female,group C,some college,standard,none,0.4794520547945205,0.5633802816901409,0.5753424657534246
955,male,group E,associate's degree,standard,none,0.6164383561643836,0.39436619718309857,0.4794520547945205
956,male,group C,some college,standard,none,0.7808219178082192,0.8169014084507042,0.7397260273972602
957,female,group D,master's degree,standard,none,0.8904109589041096,1.0,1.0
958,female,group D,high school,standard,none,0.2465753424657534,0.4788732394366197,0.4383561643835616
959,male,group C,high school,standard,none,0.6575342465753424,0.7323943661971831,0.6027397260273972
960,female,group A,some college,standard,none,0.3972602739726027,0.4084507042253521,0.5068493150684932
961,female,group D,some high school,free/reduced,none,0.2876712328767123,0.352112676056338,0.3561643835616438
962,female,group E,associate's degree,standard,none,1.0,1.0,1.0
963,female,group C,some high school,free/reduced,completed,0.5205479452054794,0.6619718309859155,0.6575342465753424
964,male,group D,some college,standard,none,0.6164383561643836,0.39436619718309857,0.4246575342465753
965,female,group D,some college,standard,none,0.4794520547945205,0.5774647887323944,0.6164383561643836
966,male,group A,some high school,standard,completed,0.5342465753424658,0.5492957746478874,0.5068493150684932
967,male,group C,some college,standard,none,0.4931506849315068,0.4788732394366197,0.4520547945205479
968,female,group E,associate's degree,standard,none,0.5616438356164384,0.6619718309859155,0.547945205479452
969,female,group B,bachelor's degree,standard,none,0.6575342465753424,0.7746478873239436,0.726027397260274
970,female,group D,bachelor's degree,standard,none,0.8493150684931506,1.0,1.0
971,male,group C,some high school,standard,completed,0.6986301369863014,0.6056338028169014,0.5753424657534246
972,female,group A,high school,free/reduced,completed,0.3561643835616438,0.29577464788732394,0.4520547945205479
973,female,group D,some college,free/reduced,none,0.3013698630136986,0.5070422535211268,0.4657534246575342
974,female,group A,some college,standard,none,0.3698630136986301,0.4788732394366197,0.547945205479452
975,female,group C,some college,standard,completed,0.5068493150684932,0.7464788732394366,0.684931506849315
976,male,group B,some college,free/reduced,completed,0.4520547945205479,0.4647887323943662,0.4520547945205479
977,male,group C,associate's degree,standard,none,0.4794520547945205,0.5070422535211268,0.4246575342465753
978,male,group D,high school,standard,completed,0.3835616438356164,0.16901408450704225,0.2876712328767123
979,female,group C,associate's degree,standard,none,0.8767123287671232,0.9295774647887324,0.9178082191780822
981,male,group D,some high school,standard,none,0.7397260273972602,0.6901408450704225,0.6986301369863014
982,male,group B,some high school,standard,completed,0.7123287671232876,0.7887323943661971,0.8082191780821918
983,female,group A,some college,standard,completed,0.6986301369863014,0.8169014084507042,0.8767123287671232
984,female,group C,some high school,standard,none,0.6438356164383562,0.647887323943662,0.7534246575342466
985,male,group A,high school,standard,none,0.410958904109589,0.30985915492957744,0.3698630136986301
986,female,group C,associate's degree,standard,none,0.1780821917808219,0.4225352112676056,0.3287671232876712
987,male,group E,some high school,standard,completed,0.7397260273972602,0.647887323943662,0.6712328767123288
988,female,group A,some high school,free/reduced,none,0.2328767123287671,0.22535211267605634,0.2465753424657534
989,female,group D,some college,free/reduced,completed,0.547945205479452,0.8028169014084507,0.7671232876712328
990,male,group E,high school,free/reduced,completed,0.8082191780821918,0.7323943661971831,0.6575342465753424
991,female,group B,some high school,standard,completed,0.5205479452054794,0.7464788732394366,0.6986301369863014
992,female,group D,associate's degree,free/reduced,none,0.3835616438356164,0.6619718309859155,0.6712328767123288
993,female,group D,bachelor's degree,free/reduced,none,0.4794520547945205,0.6056338028169014,0.6438356164383562
994,male,group A,high school,standard,none,0.4931506849315068,0.4788732394366197,0.4794520547945205
995,female,group E,master's degree,standard,completed,0.8356164383561644,0.9859154929577465,0.9315068493150684
996,male,group C,high school,free/reduced,none,0.4794520547945205,0.36619718309859156,0.3835616438356164
997,female,group C,high school,free/reduced,completed,0.4383561643835616,0.5915492957746479,0.5205479452054794
998,female,group D,some college,standard,completed,0.5616438356164384,0.6901408450704225,0.684931506849315
999,female,group D,some college,free/reduced,none,0.684931506849315,0.8028169014084507,0.8082191780821918
